6;1;0,000450
6;2;0,000450
6;3;0,000550
6;4;0,000450
6;5;0,001350
6;6;0,002350
12;1;0,000200
12;2;0,000500
12;3;0,000350
12;4;0,000350
12;5;0,000600
12;6;0,000550
12;7;0,000800
12;8;0,001200
12;9;0,001100
12;10;0,002150
12;11;0,005400
12;12;0,020450
18;1;0,000200
18;2;0,000350
18;3;0,000700
18;4;0,000450
18;5;0,000450
18;6;0,000750
18;7;0,000800
18;8;0,000800
18;9;0,000850
18;10;0,000950
18;11;0,001050
18;12;0,001050
18;13;0,001400
18;14;0,002150
18;15;0,004600
18;16;0,045150
18;17;0,058400
18;18;0,293000
24;1;0,000200
24;2;0,000300
24;3;0,000400
24;4;0,000650
24;5;0,000600
24;6;0,000500
24;7;0,000750
24;8;0,000700
24;9;0,000850
24;10;0,000750
24;11;0,000800
24;12;0,000650
24;13;0,000700
24;14;0,000900
24;15;0,000750
24;16;0,002200
24;17;0,001200
24;18;0,001650
24;19;0,002100
24;20;0,013650
24;21;0,002250
24;22;0,011400
24;23;0,910950
24;24;0,965100
30;1;0,000200
30;2;0,000000
30;3;0,000100
30;4;0,000050
30;5;0,000150
30;6;0,000200
30;7;0,000150
30;8;0,000250
30;9;0,000250
30;10;0,000200
30;11;0,000250
30;12;0,000150
30;13;0,000300
30;14;0,000350
30;15;0,000300
30;16;0,000450
30;17;0,000450
30;18;0,000250
30;19;0,000250
30;20;0,000300
30;21;0,000550
30;22;0,000600
30;23;0,000650
30;24;0,000800
30;25;0,002100
30;26;0,002300
30;27;0,007400
30;28;16,023300
30;29;0,149450
30;30;30,526350
36;1;0,000050
36;2;0,000250
36;3;0,000100
36;4;0,000200
36;5;0,000150
36;6;0,000150
36;7;0,000050
36;8;0,000250
36;9;0,000350
36;10;0,000450
36;11;0,000250
36;12;0,000400
36;13;0,000750
36;14;0,000500
36;15;0,000350
36;16;0,000450
36;17;0,000000
36;18;0,000450
36;19;0,000550
36;20;0,000450
36;21;0,000500
36;22;0,000700
36;23;0,000700
36;24;0,000600
36;25;0,000700
36;26;0,000650
36;27;0,000600
36;28;0,000850
36;29;0,001100
36;30;0,001400
36;31;0,002300
36;32;0,004050
36;33;0,010450
36;34;442,589400
36;35;0,076000
36;36;753,631700
